Datetime,Open,High,Low,Close,Volume,simulated_bid,simulated_ask,spread,midprice,price_vs_mid,direction,log_volume,volume_zscore,rolling_volatility,spread_pct,oi_5,target_return,returns,sentiment,last_news_time,sentiment_lag1,sentiment_lag2,sentiment_rolling,sentiment_oi_interaction
2026-05-04 11:05:00,277.0350036621094,277.7250061035156,277.010009765625,277.7250061035156,394022,277.010009765625,277.7250061035156,0.714996337890625,277.3675079345703,0.3574981689453125,BUY,12.884164562210797,-0.5965349850727095,0.0020286460436019704,0.002577794135430943,-0.22909499827004953,-0.0006661177586753109,,0.0,,0.0,0.0,0.0,-0.0
2026-05-04 11:10:00,277.7449951171875,277.8800048828125,277.239990234375,277.5400085449219,351174,277.239990234375,277.8800048828125,0.6400146484375,277.55999755859375,-0.019989013671875,SELL,12.76903995369911,-1.0700381973684874,0.001921289674602192,0.0023058605410044017,-0.17573181750805816,-0.001621431841090426,-0.0006661177586753109,0.0,,0.0,0.0,0.0,-0.0
2026-05-04 11:15:00,277.5400085449219,277.6600036621094,277.0899963378906,277.0899963378906,414956,277.0899963378906,277.6600036621094,0.57000732421875,277.375,-0.285003662109375,SELL,12.935930179386656,-0.7458819523681526,0.0017294944387108721,0.002055006118661537,-0.5604135452003742,-0.0005051937374479509,-0.001621431841090426,0.0,,0.0,0.0,0.0,-0.0
2026-05-04 11:20:00,277.05999755859375,277.239990234375,276.6700134277344,276.95001220703125,362395,276.6700134277344,277.239990234375,0.569976806640625,276.9550018310547,-0.0049896240234375,SELL,12.800492815562453,-0.8660916046080225,0.0015445225328498248,0.00205801231540965,-0.5678441342500772,-0.0004153123194923225,-0.0005051937374479509,0.0,,0.0,0.0,0.0,-0.0
2026-05-04 11:25:00,277.0,277.2300109863281,276.760009765625,276.8349914550781,274379,276.760009765625,277.2300109863281,0.470001220703125,276.99501037597656,-0.1600189208984375,SELL,12.522269285880157,-1.1042480768392509,0.0015032090586842846,0.0016967858676168479,-0.5614488298346391,5.423681579630468e-05,-0.0004153123194923225,0.0,,0.0,0.0,0.0,-0.0
2026-05-04 11:30:00,276.8500061035156,276.8999938964844,276.4599914550781,276.8500061035156,281755,276.4599914550781,276.8999938964844,0.44000244140625,276.67999267578125,0.170013427734375,BUY,12.54879672714999,-1.0212703309408158,0.0006152410289340946,0.0015902936658363995,-0.6655050072443945,0.0008668601375623197,5.423681579630468e-05,0.0,,0.0,0.0,0.0,-0.0
2026-05-04 11:35:00,276.840087890625,277.1499938964844,276.55999755859375,277.0899963378906,231357,276.55999755859375,277.1499938964844,0.589996337890625,276.85499572753906,0.2350006103515625,BUY,12.35172157337852,-1.2552656294184128,0.0009063262805245406,0.002131066243573192,-0.34419960609419725,0.00045111697156885455,0.0008668601375623197,0.0,,0.0,0.0,0.0,-0.0
2026-05-04 11:40:00,277.1099853515625,277.3699951171875,276.95001220703125,277.2149963378906,296896,276.95001220703125,277.3699951171875,0.41998291015625,277.1600036621094,0.05499267578125,BUY,12.601140556288541,-0.9012239070713178,0.0005798257686146208,0.0015153084972280128,0.11973745871864612,-0.0009558794955536465,0.00045111697156885455,0.0,,0.0,0.0,0.0,0.0
2026-05-04 11:45:00,277.20001220703125,277.2699890136719,276.8900146484375,276.95001220703125,188972,276.8900146484375,277.2699890136719,0.379974365234375,277.0800018310547,-0.1299896240234375,SELL,12.149359426693868,-1.4895815582195906,0.000714857394191316,0.0013713525384437743,0.2722382297527467,-5.421429057850258e-05,-0.0009558794955536465,0.0,,0.0,0.0,0.0,0.0
2026-05-04 11:50:00,276.91009521484375,277.1000061035156,276.67010498046875,276.93499755859375,255667,276.67010498046875,277.1000061035156,0.429901123046875,276.8850555419922,0.0499420166015625,BUY,12.451635006791545,-0.9394398692020967,0.0006797634244092433,0.001552633892258019,0.6987646724531292,-0.0002708657543919468,-5.421429057850258e-05,0.0,,0.0,0.0,0.0,0.0
2026-05-04 11:55:00,276.94000244140625,277.1000061035156,276.7699890136719,276.8599853515625,189818,276.7699890136719,277.1000061035156,0.33001708984375,276.93499755859375,-0.07501220703125,SELL,12.153826265521834,-1.2773572195311853,0.0006972610731067729,0.001191677077875461,0.3484359814568134,-0.0013183206446808482,-0.0002708657543919468,0.0,,0.0,0.0,0.0,0.0
2026-05-04 12:00:00,276.8299865722656,276.8900146484375,276.3999938964844,276.4949951171875,260996,276.3999938964844,276.8900146484375,0.490020751953125,276.64500427246094,-0.1500091552734375,SELL,12.472264191985898,-0.7060035728089691,0.0007086197608679931,0.0017712980267636333,-0.07315223982233963,-0.0016998543518081943,-0.0013183206446808482,0.0,,0.0,0.0,0.0,-0.0
2026-05-04 12:05:00,276.5,276.5400085449219,275.45001220703125,276.0249938964844,518297,275.45001220703125,276.5400085449219,1.089996337890625,275.99501037597656,0.0299835205078125,BUY,13.1583056454013,1.0412013595923064,0.0006929963279683163,0.0039493334769220454,0.09490928381956151,-0.00034417615362303255,-0.0016998543518081943,0.0,,0.0,0.0,0.0,0.0
2026-05-04 12:10:00,276.010009765625,276.2449951171875,275.885009765625,275.92999267578125,286481,275.885009765625,276.2449951171875,0.3599853515625,276.06500244140625,-0.135009765625,SELL,12.565430985938088,-0.47304903821222444,0.0007250532819709563,0.001303987637241044,0.024263875351594754,0.00025371407993701744,-0.00034417615362303255,0.0,,0.0,0.0,0.0,0.0
2026-05-04 12:15:00,275.9339904785156,276.19000244140625,275.53009033203125,276.0,379556,275.53009033203125,276.19000244140625,0.659912109375,275.86004638671875,0.13995361328125,BUY,12.846760062167746,0.5133732040969862,0.0008061424482194589,0.0023921989270519186,0.09819172331795153,0.0002873738606770093,0.00025371407993701744,0.0,,0.0,0.0,0.0,0.0
2026-05-04 12:20:00,276.010009765625,276.25,275.9700012207031,276.0793151855469,232038,275.9700012207031,276.25,0.279998779296875,276.11000061035156,-0.0306854248046875,SELL,12.35466073996892,-0.9576579501080927,0.0009084300626604352,0.0010140841608918293,0.07054981375579447,3.868870920875622e-05,0.0002873738606770093,0.0,,0.0,0.0,0.0,0.0
2026-05-04 12:25:00,276.0799865722656,276.2699890136719,275.97900390625,276.0899963378906,172478,275.97900390625,276.2699890136719,0.290985107421875,276.12449645996094,-0.0345001220703125,SELL,12.058030768912307,-1.5061949312092189,0.0008257732070202582,0.0010538185133829674,0.13019227743328182,0.0019559149265988562,3.868870920875622e-05,0.0,,0.0,0.0,0.0,0.0
2026-05-04 12:30:00,276.1000061035156,276.6300048828125,275.9800109863281,276.6300048828125,179164,275.9800109863281,276.6300048828125,0.649993896484375,276.3050079345703,0.3249969482421875,BUY,12.096062447946997,-1.2950028393950883,0.0008848677643468894,0.002352450644998242,-0.10584556343547712,0.0006506621574093874,0.0019559149265988562,0.0,,0.0,0.0,0.0,-0.0
